id,name,packaging,unit_price,iva,unit_size,size_format,price_decreased
218,Loción corporal infantil hidratante Deliplus,Bote,3.65,21,0.6,l,False
218,Bálsamo facial corporal infantil pieles atópicas Deliplus,Bote,4.40,21,0.2,l,False
218,Agua de colonia bebé Nenuco,Botella,2.85,21,0.5,l,False
218,Agua de colonia fresca infantil Deliplus con notas cítricas,Bote,1.65,21,0.6,l,False
218,Agua perfumada bebé con notas florales Deliplus,Bote,3.20,21,0.1,l,False
218,"Solución fisiológica salina 0,9 % Deliplus",Caja,3.23,21,30.0,ud,False
218,Gasas para bebé no tejidas Deliplus,Paquete,1.97,21,100.0,ud,False
218,Esponja anatómica para bebés Deliplus,Paquete,0.90,21,1.0,ud,False
218,Babero desechable Deliplus,Paquete,1.80,21,10.0,ud,False
218,Bastoncillos algodón para niños Deliplus,Caja,0.85,21,50.0,ud,False
218,Aspirador nasal anatómico +0 meses Deliplus,Paquete,5.50,21,1.0,ud,False
218,Recambios recarga aspirador nasal anatómico Deliplus,Paquete,4.20,21,10.0,ud,False
218,Polvos de talco Deliplus,Bote,1.70,21,0.2,kg,False
217,Toallitas bebé frescas & perfumadas Deliplus,Pack-3,3.00,21,240.0,ud,False
217,Toallitas bebé frescas & perfumadas Deliplus,Paquete,1.05,21,80.0,ud,False
217,Toallitas bebé frescas & perfumadas Deliplus,Paquete,0.75,21,24.0,ud,False
217,Toallitas bebé cremosas Deliplus,Paquete,1.40,21,80.0,ud,False
217,Toallitas infantiles cara y manos Deliplus,Paquete,0.60,21,20.0,ud,False
217,Toallitas bebé pieles con tendencia atópica Deliplus,Paquete,1.70,21,60.0,ud,False
217,Toallitas bebé Aqua Deliplus,Paquete,1.80,21,60.0,ud,False
217,Pañales bebé talla 1 de 2-5 kg Dodot,Paquete,12.20,21,44.0,ud,False
217,Pañales bebé talla 1 de 2-4 kg Deliplus,Paquete,6.60,21,30.0,ud,False
217,Pañales bebé talla 2 de 3-6 kg Deliplus,Paquete,7.15,21,42.0,ud,False
217,Pañales bebé talla 2 de 4-8 kg Dodot,Paquete,15.60,21,58.0,ud,False
217,Pañales bebé talla 3 de 4-10 kg Deliplus,Pack-3,16.50,21,108.0,ud,False
217,Pañales bebé talla 3 de 4-10 kg Deliplus,Paquete,5.60,21,36.0,ud,False
217,Pañales bebé talla 3 de 6-10 kg Dodot,Paquete,17.95,21,62.0,ud,False
217,Pañales bebé talla 4 de 9-15 kg Deliplus,Pack-3,17.25,21,102.0,ud,False
217,Pañales bebé talla 4 de 9-15 kg Deliplus,Paquete,5.85,21,34.0,ud,False
217,Pañales bebé talla 4 de 9-14 kg Dodot,Paquete,17.95,21,58.0,ud,False
217,Pañales bebé talla 5 de 13-18 kg Deliplus,Pack-3,17.85,21,90.0,ud,False
217,Pañales bebé talla 5 de 13-18 kg Deliplus,Paquete,6.05,21,30.0,ud,False
217,Pañales bebé talla 5 de 11-16 kg Dodot,Paquete,17.95,21,54.0,ud,False
217,Pañales bebé talla 6 de 17-28 kg Deliplus,Paquete,6.30,21,22.0,ud,False
217,Pañales bebé talla 6 de 13-19 kg Dodot,Paquete,14.00,21,36.0,ud,False
217,Pañal junior talla hasta 34 más de 25 kg Deliplus,Paquete,11.00,10,20.0,ud,False
217,Cambiador multiusos desechable Deliplus,Paquete,2.50,21,6.0,ud,False
217,Pañal bebé braguita talla L de 12-18 kg Deliplus,Paquete,7.40,21,24.0,ud,False
217,Pañal bebé braguita talla XL de 16-28 kg Deliplus,Paquete,7.40,21,22.0,ud,False
217,Pañal junior braguita noche infantil Deliplus de 17-30 kg,Paquete,10.65,10,16.0,ud,False
217,Pañal junior braguita noche infantil Deliplus de 27-57 kg,Paquete,10.65,10,13.0,ud,False
164,Cerveza Clásica Calatrava,Pack-12,3.72,21,3.96,l,False
164,Cerveza Clásica Calatrava,Lata,0.31,21,0.33,l,False
164,Cerveza Heineken,Pack-12,8.28,21,3.96,l,False
164,Cerveza Heineken,Lata,0.82,21,0.33,l,False
164,Cerveza Amstel,Pack-12,6.12,21,3.96,l,False
164,Cerveza Amstel,Lata,0.72,21,0.33,l,False
164,Cerveza especial Mahou,Pack-12,7.92,21,3.96,l,False
164,Cerveza especial Mahou,Lata,0.85,21,0.33,l,False
164,Cerveza clásica Mahou,Pack-12,6.96,21,3.96,l,False
164,Cerveza clásica Mahou,Lata,0.75,21,0.33,l,False
164,Cerveza doble malta Voll-Damm,Pack-6,5.58,21,1.98,l,False
164,Cerveza doble malta Voll-Damm,Lata,0.99,21,0.33,l,False
164,Cerveza Suave Steinburg,Pack-12,3.48,21,3.96,l,False
164,Cerveza Suave Steinburg,Lata,0.29,21,0.33,l,False
164,Cerveza especial San Miguel,Pack-12,8.40,21,3.96,l,False
164,Cerveza especial San Miguel,Lata,0.72,21,0.33,l,False
164,Cerveza Pils Krombacher,Pack-6,3.60,21,1.98,l,False
164,Cerveza Pils Krombacher,Lata,0.60,21,0.33,l,False
164,Cerveza doble malta,Pack-6,3.30,21,1.98,l,False
164,Cerveza doble malta,Lata,0.55,21,0.33,l,False
164,Cerveza sin gluten Steinburg,Pack-12,7.92,21,3.96,l,False
164,Cerveza sin gluten Steinburg,Lata,0.66,21,0.33,l,False
164,Cerveza tostada Turia,Pack-6,3.90,21,1.98,l,False
164,Cerveza tostada Turia,Lata,0.82,21,0.33,l,False
164,Cerveza negra Victoria Marengo,Pack-6,5.40,21,1.98,l,False
164,Cerveza negra Victoria Marengo,Lata,0.90,21,0.33,l,False
164,Cerveza especial Calatrava,Pack-12,4.56,21,3.96,l,False
164,Cerveza especial Calatrava,Lata,0.38,21,0.33,l,False
164,Cerveza Amstel,Pack-6,9.90,21,6.0,l,False
164,Cerveza Amstel,Botella,1.66,21,1.0,l,False
164,Cerveza Amstel,Pack-12,6.12,21,3.0,l,False
164,Cerveza Amstel,Botellín,0.51,21,0.25,l,False
164,Cerveza Clásica Steinburg,Pack-6,6.30,21,6.0,l,False
164,Cerveza Clásica Steinburg,Botella,1.05,21,1.0,l,False
164,Cerveza Clásica Steinburg,Pack-6,5.70,21,6.0,l,False
164,Cerveza Clásica Steinburg,Botella,0.95,21,1.0,l,False
164,Cerveza Clásica Steinburg,Pack-12,4.20,21,3.0,l,False
164,Cerveza Clásica Steinburg,Botellín,0.35,21,0.25,l,False
164,Cerveza reserva 1925 Alhambra,Pack-6,7.92,21,1.98,l,False
164,Cerveza reserva 1925 Alhambra,Botellín,1.49,21,0.33,l,False
164,Cerveza Heineken,Pack-6,3.72,21,1.5,l,False
164,Cerveza Heineken,Botellín,0.70,21,0.25,l,False
164,Cerveza tostada Turia,Pack-12,7.44,21,3.0,l,False
164,Cerveza tostada Turia,Botellín,0.65,21,0.25,l,False
164,Cerveza El Águila sin filtrar,Pack-6,5.34,21,1.98,l,False
164,Cerveza El Águila sin filtrar,Botellín,0.99,21,0.33,l,False
164,Cerveza IPA aromática & amarga Especialidades 1897,Pack-4,5.20,21,1.32,l,False
164,Cerveza IPA aromática & amarga Especialidades 1897,Botellín,1.30,21,0.33,l,False
164,Cerveza sin gluten Ambar,Pack-6,4.32,21,1.5,l,False
164,Cerveza sin gluten Ambar,Botellín,0.72,21,0.25,l,False
164,Cerveza especial Estrella Galicia,Pack-12,6.96,21,3.0,l,False
164,Cerveza especial Estrella Galicia,Botellín,0.66,21,0.25,l,False
164,Cerveza extra 1906 reserva especial,Pack-6,7.26,21,1.98,l,False
164,Cerveza extra 1906 reserva especial,Botellín,1.22,21,0.33,l,False
164,Cerveza especial mini Mahou,Pack-12,6.48,21,2.4,l,False
164,Cerveza especial mini Mahou,Botellín,0.59,21,0.2,l,False
164,Cerveza especial 18/70 La Rubia,Pack-6,5.10,21,1.5,l,False
164,Cerveza especial 18/70 La Rubia,Botellín,0.89,21,0.25,l,False
164,Cerveza especial Calatrava,Pack-12,5.16,21,3.0,l,False
164,Cerveza especial Calatrava,Botellín,0.43,21,0.25,l,False
164,Cerveza de trigo Paulaner,Pack-6,6.90,21,1.98,l,False
164,Cerveza de trigo Paulaner,Botellín,1.25,21,0.33,l,False
164,Cerveza Radler con zumo natural de limón Steinburg,Pack-12,4.80,21,3.96,l,False
164,Cerveza Radler con zumo natural de limón Steinburg,Lata,0.40,21,0.33,l,False
164,Cerveza Radler Steinburg con zumo natural de limón,Pack-6,3.48,21,3.0,l,False
164,Cerveza Radler Steinburg con zumo natural de limón,Botellín,0.58,21,0.5,l,False
164,Bebida cider con gas Wild panther sabor a manzana,Pack-12,9.00,21,2.4,l,False
164,Bebida cider con gas Wild panther sabor manzana,Botellín,0.75,21,0.2,l,False
164,Cerveza Corona,Pack-6,9.00,21,2.13,l,False
164,Cerveza Corona,Botellín,1.50,21,0.355,l,False
164,Cerveza Shandy sabor limón Steinburg,Pack-12,4.20,21,3.96,l,False
164,Cerveza Shandy sabor limón Steinburg,Lata,0.35,21,0.33,l,False
164,Cerveza con sabor a tequila Desperados,Pack-6,5.82,21,1.5,l,False
164,Cerveza con sabor a tequila Desperados,Botellín,1.00,21,0.25,l,False
166,"Cerveza 0,0% sin alcohol San Miguel",Pack-6,3.00,21,1.5,l,False
166,"Cerveza 0,0% sin alcohol San Miguel",Botellín,0.56,21,0.25,l,False
166,Cerveza sin alcohol Falke,Pack-6,2.10,21,1.5,l,False
166,Cerveza sin alcohol Falke,Botellín,0.35,21,0.25,l,False
166,"Cerveza 0,0% sin alcohol Falke",Pack-6,2.10,21,1.5,l,False
166,"Cerveza 0,0% sin alcohol Falke",Botellín,0.35,21,0.25,l,False
166,"Cerveza 0,0% sin alcohol tostada Mahou",Pack-6,6.90,21,1.98,l,False
166,"Cerveza 0,0% sin alcohol tostada Mahou",Botellín,1.15,21,0.33,l,False
166,"Cerveza 0,0% sin alcohol tostada Falke",Pack-6,3.00,21,1.5,l,False
166,"Cerveza 0,0% sin alcohol tostada Falke",Botellín,0.50,21,0.25,l,False
166,Cerveza sin alcohol Falke,Pack-12,4.20,21,3.96,l,False
166,Cerveza sin alcohol Falke,Lata,0.35,21,0.33,l,False
166,"Cerveza 0,0% sin alcohol Falke",Pack-12,4.20,21,3.96,l,False
166,"Cerveza 0,0% sin alcohol Falke",Lata,0.35,21,0.33,l,False
166,"Cerveza sin gluten Free Damm 0,0% sin alcohol",Pack-6,4.44,21,1.98,l,False
166,"Cerveza sin gluten Free Damm 0,0% sin alcohol",Lata,0.74,21,0.33,l,False
166,"Cerveza 0,0% sin alcohol tostada Falke",Pack-12,6.00,21,3.96,l,False
166,"Cerveza 0,0% sin alcohol tostada Falke",Lata,0.50,21,0.33,l,False
166,"Cerveza Radler Amstel 0,0% sin alcohol",Pack-12,6.60,21,3.96,l,False
166,"Cerveza Radler Amstel 0,0% sin alcohol",Lata,0.59,21,0.33,l,False
181,Vermouth rojo Maronti reserva,Botella,3.45,21,1.0,l,False
181,Vermouth blanco Maronti,Botella,2.50,21,1.0,l,False
181,Vermouth bianco Martini,Botella,9.35,21,1.0,l,False
181,Vermouth rosso Martini,Botella,9.35,21,1.0,l,False
181,Aperitivo Aperol,Botella,13.00,21,0.7,l,False
181,Bitter Campari,Botella,14.80,21,0.7,l,False
181,Aperitivo de café Cerol,Botella,5.90,21,1.0,l,False
181,Vermouth rojo Maronti,Botella,2.50,21,1.0,l,False
181,Ginebra London Dry Gin Larios,Botella,12.10,21,1.0,l,False
181,Ginebra London Dry Gin Beefeater,Botella,13.95,21,0.7,l,False
181,Ginebra Dry Gin Seagram's,Botella,16.50,21,0.7,l,False
181,Ginebra London Dry Gin Tanqueray,Botella,16.50,21,0.7,l,False
181,Ginebra strawberry Gin Glivery,Botella,7.70,21,0.7,l,False
181,Ginebra sweet Gin Exotic Glivery,Botella,7.80,21,0.7,l,False
181,Ginebra London Dry Gin Kingerly & Sons,Botella,6.25,21,0.7,l,False
181,Ginebra natural & soft 1185,Botella,6.50,21,0.7,l,False
181,Bebida espirituosa centenario Terry,Botella,9.35,21,1.0,l,False
181,Bebida espirituosa Convidado de Baco,Botella,6.00,21,1.0,l,False
181,Brandy de Jerez solera reserva Convidado de Baco,Botella,5.90,21,0.7,l,False
181,Brandy de Jerez solera gran reserva Convidado de Baco,Botella,9.90,21,0.7,l,False
181,Whisky escocés Cutty Sark,Botella,11.00,21,0.7,l,False
181,Whisky escocés Ballantine's,Botella,13.00,21,0.7,l,False
181,Whisky escocés Red Label Johnnie Walker,Botella,15.90,21,0.7,l,False
181,Whisky escocés J&B,Botella,13.00,21,0.7,l,False
181,Whisky escocés James Webb,Botella,6.00,21,0.7,l,False
181,Whisky escocés Black Label Johnnie Walker,Botella,30.00,21,0.7,l,False
181,Whisky escocés Cardhu 12 años,Caja,29.95,21,0.7,l,False
181,Ron añejo Negrita,Botella,9.25,21,0.7,l,False
181,Ron blanco superior La Recompensa,Botella,5.25,21,0.7,l,False
181,Ron dominicano añejo Ron Barceló,Botella,14.95,21,0.7,l,False
181,Ron caribeño sabor coco Malibu,Botella,12.60,21,0.7,l,False
181,Ron añejo Cacique,Botella,14.50,21,0.7,l,False
181,Ron añejo La Recompensa,Botella,5.95,21,0.7,l,False
181,Ron viejo La Recompensa,Botella,9.50,21,0.7,l,False
181,Licor crema Irlandesa Royal Swan,Botella,6.25,21,0.7,l,False
181,Licor crema de arroz Royal Swan,Botella,6.95,21,0.7,l,False
181,Licor crema de fresa Royal Swan,Botella,6.95,21,0.7,l,False
181,Licor crema Puente Pazos,Botella,6.25,21,0.7,l,False
181,Licor crema choco avellana Royal Swan,Botella,6.50,21,0.7,l,False
181,Licor crema Caramel Biscuit Royal Swan,Botella,7.00,21,0.7,l,False
181,Bebida espirituosa a base de vodka Knebep caramelo,Botella,5.70,21,0.7,l,False
181,Vodka Knebep,Botella,6.70,21,1.0,l,False
181,Anís seco Cassalla Cerveró,Botella,11.75,21,1.0,l,False
181,Anís seco Tenis,Botella,12.30,21,1.0,l,False
181,Licor de anís dulce Dama Mayor,Botella,5.90,21,0.7,l,False
181,Licor de anís Ricard Pastis de Marseille,Botella,12.70,21,0.7,l,False
181,Anís seco Limiñana,Botella,10.20,21,1.0,l,False
181,Licor de hierbas Puente Pazos,Botella,6.10,21,0.7,l,False
181,Licor de limoncello Franzini,Botella,6.85,21,0.7,l,False
181,Licor de hierbas Jägermeister,Botella,13.85,21,0.7,l,False
181,Aguardiente de orujo Puente Pazos,Botella,7.10,21,0.7,l,False
181,Licor dulce Amaretto Del Patriarca,Botella,4.80,21,0.7,l,False
181,Ponche Convidado de Baco,Botella,6.30,21,0.7,l,False
181,Tequila Gold Santa Concepción,Botella,10.50,21,0.7,l,False
181,Pacharán Oibar,Botella,6.90,21,1.0,l,False
181,Licor mora sin alcohol Pi.omka,Botella,2.80,21,0.7,l,False
181,Cocktail mojito sin alcohol Pi.omka,Botella,4.00,21,0.7,l,False
181,Cocktail piña colada sin alcohol Pi.omka,Botella,4.00,21,0.7,l,False
174,Sidra asturiana El Mayu,Botella,1.50,21,0.75,l,False
174,Sidra asturiana El Mayu,Pack-12,10.80,21,3.0,l,False
174,Sidra asturiana El Mayu,Botellín,0.90,21,0.25,l,False
174,Sidra natural Polían,Botella,1.95,21,0.7,l,False
174,Sidra sin alcohol El Lagar,Botella,1.85,21,0.75,l,False
174,Cava brut Cabré & Sabaté,Botella,2.95,21,0.75,l,False
174,Cava brut Cabré & Sabaté,Benjamín,1.65,21,0.2,l,False
174,Cava brut Señorío De Requena,Botella,3.30,21,0.75,l,False
174,Cava brut nature Jaume Serra,Botella,4.25,21,0.75,l,False
174,Cava brut Anna Codorníu,Botella,9.35,21,0.75,l,False
174,Cava brut nature reserva vintage Cabré & Sabaté,Botella,4.00,21,0.75,l,False
174,Cava brut rosado Cabré & Sabaté,Botella,3.25,21,0.75,l,False
174,Cava semi seco Cabré & Sabaté,Botella,2.95,21,0.75,l,False
174,Cava semi seco Cabré & Sabaté,Benjamín,1.55,21,0.2,l,False
174,Cava semi seco Freixenet,Botella,5.95,21,0.75,l,False
174,Bebida zumo de frutas con gas Magic sin alcohol,Botella,2.20,21,0.75,l,False
174,Cava semi seco Señorío De Requena,Botella,3.30,21,0.75,l,False
174,Vino espumoso sin alcohol Viña secret,Botella,4.00,21,0.75,l,False
174,Cava semi seco Cabré & Sabaté Ice,Botella,3.75,21,0.75,l,False
168,Sangría Casón Histórico,Botella,1.55,21,1.5,l,False
168,Tinto de verano zero limón Casón Histórico,Botella,1.15,21,1.5,l,False
168,Sangría Don Simón,Botella,2.10,21,1.5,l,False
168,Tinto de verano sabor limón Casón Histórico,Botella,1.20,21,1.5,l,False
168,Tinto de verano classic Casón Histórico,Botella,1.20,21,1.5,l,False
168,Tinto de verano sabor limón La Casera,Pack-2,4.50,21,3.0,l,False
168,Tinto de verano sabor limón La Casera,Botella,2.30,21,1.5,l,False
170,Vino blanco Casón Histórico,Brick,1.00,21,1.0,l,False
170,Vino blanco Don Simón chardonnay airén,Pack-3,1.60,21,0.75,l,False
170,Vino blanco Don Simón,Brick,1.60,21,1.0,l,False
170,Vino blanco Marina Alta D.O Alicante,Botella,4.95,21,0.75,l,False
170,Vino blanco D.O La Mancha Fidencio,Botella,1.40,21,0.75,l,False
170,Vino blanco tierra de Cádiz Barbadillo cosecha,Botella,4.35,21,0.75,l,False
170,Vino blanco Chardonnay Indómito,Botella,2.30,21,0.75,l,False
170,Vino blanco D.O Alicante Bahía de Dénia,Botella,4.90,21,0.75,l,False
170,Vino blanco D.O Rioja El Coto,Botella,4.15,21,0.75,l,False
170,Vino blanco albariño D.O Rías Baixas Pazo de Orantes,Botella,6.00,21,0.75,l,False
170,Vino blanco D.O Valencia Finca La Malcriada dulce,Botella,2.60,21,0.75,l,False
170,Vino blanco D.O Somontano Atardecer Chardonnay,Botella,3.60,21,0.75,l,False
170,Vino blanco viura y tempranillo D.O Rioja Ponce de Albayda,Botella,4.25,21,0.75,l,False
170,Vino blanco verdejo D.O Rueda Arribeño,Botella,2.00,21,0.75,l,False
170,Vino blanco verdejo D.O Rueda Abadía Mantrús,Botella,2.10,21,0.75,l,False
170,Vino blanco D.O Rueda Abadía Mantrús Sauvignon Blanc,Botella,3.00,21,0.75,l,False
170,Vino blanco verdejo D.O Rueda Condado de Teón,Botella,3.80,21,0.75,l,False
170,Vino blanco suave y afrutado El Pescaito,Botella,2.10,21,0.75,l,False
170,Vino blanco semidulce Diamante D.O Rioja,Botella,4.30,21,0.75,l,False
170,Vino blanco semidulce Allegretto Alba,Botella,2.00,21,0.75,l,False
170,Mistela dulce de moscatel Mig Segle D.O Valencia,Botella,3.60,21,0.75,l,False
170,Vino dulce Pedro Ximénez Real Tesoro D.O Jerez de la frontera,Botella,6.10,21,0.75,l,False
170,Mistela de moscatel Mig Segle D.O Valencia,Botella,3.60,21,0.75,l,False
170,Mosto tinto Casón Histórico,Botella,2.00,10,1.5,l,False
170,Vino fino Corredera D.O Montilla-Moriles,Botella,2.65,21,0.75,l,False
170,Bebida refrescante aromatizada tinto sin alcohol light Castillo de Salobreña,Botella,1.60,21,1.0,l,False
173,Lambrusco dell'Emilia rosado espumoso Piccolo Giovanni,Botella,2.15,21,0.75,l,False
173,Vino tinto dulce de aguja Sangue di Giuda Cueva peccato,Botella,3.90,21,0.75,l,False
173,Vino blanco espumoso verdejo DulZ.Ze frizzante,Botella,2.65,21,0.75,l,False
173,Lambrusco Dell'Emilia rojo espumoso Piccolo Giovanni,Botella,2.10,21,0.75,l,False
173,Vino blanco de aguja espumoso Blanc Pescador,Botella,4.25,21,0.75,l,False
173,Vino rosado afrutado espumoso Peñascal,Botella,3.65,21,0.75,l,False
171,Vino rosado Casón Histórico,Brick,1.05,21,1.0,l,False
171,Vino rosado D.O Navarra Hypatia,Botella,2.10,21,0.75,l,False
171,Vino rosado D.O Rioja Comportillo cosecha,Botella,2.40,21,0.75,l,False
171,Vino rosado D.O La Mancha Fidencio,Botella,1.55,21,0.75,l,False
171,Vino rosado Dominio de Borgia,Garrafa,5.65,21,5.0,l,False
171,Vino rosado D.O Rioja Arteso Clarete,Botella,3.25,21,0.75,l,False
171,Vino rosado D.O Cigales ValdeSalud,Botella,2.60,21,0.75,l,False
169,Vino tinto Casón Histórico,Brick,1.05,21,1.0,l,False
169,Vino tinto Don Simón,Brick,1.60,21,1.0,l,False
169,Vino tinto tempranillo Elegido,Botella,2.00,21,1.0,l,False
169,Vino tinto Dominio de Borgia,Botella,2.60,21,2.0,l,False
169,Vino tinto Masía de Altigón,Garrafa,5.25,21,5.0,l,False
169,Vino tinto D.O Rioja El Coto crianza,Botella,6.30,21,0.75,l,False
169,Vino tinto D.O Rioja Comportillo cosecha,Botella,2.45,21,0.75,l,False
169,Vino tinto D.O Rioja Cune crianza,Botella,6.95,21,0.75,l,False
169,Vino tinto D.O Rioja Comportillo crianza,Botella,2.95,21,0.75,l,False
169,Vino tinto D.O Rioja Comportillo reserva,Botella,4.10,21,0.75,l,False
169,Vino tinto D.O Rioja Coto de Imaz reserva,Botella,8.60,21,0.75,l,False
169,Vino tinto D.O Rioja Arteso crianza,Botella,4.20,21,0.75,l,False
169,Vino tinto D.O La Mancha Fidencio,Botella,1.45,21,0.75,l,False
169,Vino tinto D.O Valdepeñas Viña Albali crianza,Botella,2.95,21,0.75,l,False
169,Vino tinto D.O Valdepeñas Pata Negra reserva,Botella,2.65,21,0.75,l,False
169,Vino tinto D.O Valdepeñas Señorío de los Llanos crianza,Botella,2.25,21,0.75,l,False
169,Vino tinto D.O Valdepeñas Condado de Egara reserva tempranillo,Botella,2.00,21,0.75,l,False
169,Vino tinto D.O La Mancha Fidencio crianza,Botella,1.65,21,0.75,l,False
169,Vino tinto D.O Ribera del Duero Abadía Mantrús crianza,Botella,4.60,21,0.75,l,False
169,Vino tinto D.O Ribera del Duero Abadía Mantrús reserva,Botella,6.00,21,0.75,l,False
169,Vino tinto D.O Ribera del Duero Arribeño roble,Botella,3.80,21,0.75,l,False
169,Vino tinto D.O Ribera del Duero Arribeño roble,Benjamín,2.00,21,0.187,l,False
169,Vino tinto D.O Ribera del Duero 13 Hectáreas roble,Botella,5.25,21,0.75,l,False
169,Vino tinto D.O Campo de Borja Borsao barrica,Botella,2.25,21,0.75,l,False
169,Vino tinto dulce de aguja Sangue di Giuda Cueva peccato,Botella,3.90,21,0.75,l,False
169,Vino tinto tempranillo El Mandamás The Guv'Nor,Botella,2.85,21,0.75,l,False
169,Vino tinto tempranillo Fin del Río Fariña,Botella,2.30,21,1.0,l,False
169,Vino tinto D.O Toro Conquero roble,Botella,2.90,21,0.75,l,False
169,Vino tinto sin sulfitos añadidos Davida D.O. Navarra,Botella,3.90,21,0.75,l,False
169,Vino tinto Porto Tawny Almeida Dias,Botella,7.00,21,0.75,l,False
169,Vino tinto Merlot Mar de Uvas,Botella,2.40,21,0.75,l,False
169,Vino tinto Syrah Mar de Uvas,Botella,2.35,21,0.75,l,False
169,Vino tinto D.O Toro Arribeño joven,Botella,2.00,21,0.75,l,False
169,Vino tinto D.O Cariñena Sierra de Viento roble,Botella,1.65,21,0.75,l,False
169,Vino tinto viticultura superior Montes Serenos,Botella,8.00,21,0.75,l,False
169,Vino tinto D.O. Utiel-Requena Bobal Viñedo antiguo Torre Oria,Botella,2.90,21,0.75,l,False
169,Vino tinto Caperucita tinta Torre Oria suave,Botella,1.95,21,0.75,l,False
169,Vino tinto Bobal Para Pecar,Botella,3.00,21,0.75,l,False
169,Vino tinto D.O Utiel-Requena Torre Oria reserva,Botella,2.95,21,0.75,l,False
169,Vino tinto D.O Utiel-Requena Torre Oria crianza,Botella,2.15,21,0.75,l,False
169,Vino tinto Monastrell Torre Oria,Botella,2.85,21,0.75,l,False
169,Vino Tinto D.O Valencia Finca Cañadelas reserva,Botella,7.50,21,0.75,l,False
86,Cacao soluble instantáneo Nesquik,Paquete,5.99,10,1.0,kg,False
86,Cacao soluble instantáneo Nesquik,Bote,3.29,10,0.39,kg,False
86,Cacao soluble 0% azúcares añadidos ColaCao,Bote,4.29,10,0.325,kg,False
86,Cacao soluble ColaCao original,Bote,5.69,10,0.76,kg,False
86,Cacao soluble ColaCao original,Bote,3.79,10,0.383,kg,False
86,Cacao soluble instantáneo Hacendado,Paquete,3.90,10,1.0,kg,False
86,Cacao soluble Hacendado,Bote,3.65,10,1.0,kg,False
86,Cacao soluble Hacendado,Bote,2.30,10,0.48,kg,False
86,Cacao soluble ColaCao original,Caja,15.99,10,2.5,kg,False
86,Cacao soluble 0% azúcares añadidos Hacendado,Bote,3.35,10,0.45,kg,False
86,Cacao soluble instantáneo Nesquik,Caja,13.45,10,2.7,kg,False
86,Cacao soluble instantáneo Hacendado,Bote,2.50,10,0.5,kg,False
86,Cacao soluble en sobres Hacendado,Caja,1.30,10,0.108,kg,False
86,Cacao puro en polvo La Chocolatera,Bote,2.90,10,0.265,kg,False
86,Cacao en polvo a la taza Valor,Paquete,3.25,10,0.5,kg,False
86,Chocolate líquido a la taza Hacendado,Brick,2.30,10,1.0,l,False
86,Cacao en polvo a la taza Hacendado,Paquete,1.80,10,0.4,kg,False
81,Café en cápsula extra fuerte Hacendado,Caja,3.60,10,0.104,kg,False
81,Café en cápsula descafeinado Hacendado,Caja,3.60,10,0.104,kg,False
81,Café en cápsula Colombia Hacendado,Caja,3.65,10,0.104,kg,False
81,Café en cápsula espresso Hacendado,Caja,3.60,10,0.104,kg,False
81,Café en cápsula ristretto Hacendado,Caja,3.60,10,0.106,kg,False
81,Café en cápsulas doble espresso Hacendado,Caja,3.60,10,0.11,kg,False
81,Café en cápsula descafeinado espresso Hacendado,Caja,3.60,10,0.104,kg,False
81,Café en cápsula espresso intenso Dolce Gusto,Caja,4.25,10,0.112,kg,False
81,Café en cápsula extra forte Hacendado,Caja,3.20,10,0.112,kg,False
81,Café en cápsula forte Hacendado,Caja,3.20,10,0.112,kg,False
81,Café en cápsula classic Hacendado,Caja,3.20,10,0.112,kg,False
81,Café en cápsula descafeinado espresso intenso Dolce Gusto,Caja,4.25,10,0.992,kg,False
81,Café con leche en cápsula Dolce Gusto,Caja,4.25,10,0.16,kg,False
81,Café con leche en cápsula Hacendado,Caja,3.20,10,0.152,kg,False
81,Café en cápsula ristretto napoli Dolce Gusto,Caja,4.25,10,0.128,kg,False
81,Café en cápsula cortado Dolce Gusto,Caja,4.25,10,0.1008,kg,False
81,Café en cápsula descafeinado Hacendado,Caja,3.20,10,0.112,kg,False
81,Café cortado en cápsula Hacendado,Caja,3.20,10,0.0928,kg,False
81,Café en cápsula cappuccino Dolce Gusto,Caja,4.89,10,0.1864,kg,False
81,Café con leche en cápsula descafeinado Hacendado,Caja,3.20,10,0.152,kg,False
81,Cortado en cápsula descafeinado Hacendado,Caja,3.20,10,0.0912,kg,False
81,Preparado de leche en cápsula Hacendado,Caja,3.20,10,0.259,kg,False
81,Café en cápsula doble espresso Hacendado,Caja,3.20,10,0.128,kg,False
81,Café en cápsula cappuccino Hacendado,Caja,3.20,10,0.1856,kg,False
81,Café en cápsula espresso Tassimo,Paquete,5.30,10,0.1184,kg,False
81,Café en cápsula largo Tassimo,Paquete,5.30,10,0.1328,kg,False
81,Café en cápsula cortado Tassimo,Paquete,5.30,10,0.184,kg,False
81,Café en cápsula descafeinado Tassimo,Paquete,5.30,10,0.1184,kg,False
81,Café con leche en cápsula Tassimo,Paquete,5.30,10,0.184,kg,False
81,Café monodosis natural Hacendado,Paquete,2.15,10,0.224,kg,False
81,Café monodosis mezcla Hacendado,Paquete,2.60,10,0.224,kg,False
81,Café monodosis intenso Hacendado,Paquete,2.90,10,0.224,kg,False
81,Café monodosis descafeinado natural Hacendado,Paquete,2.30,10,0.224,kg,False
83,Café molido natural Hacendado,Paquete,3.35,10,0.5,kg,False
83,Café molido natural Hacendado,Paquete,1.75,10,0.25,kg,False
